YEAR_MONTH,"REGIONAL_OFFICE_NAME","REGIONAL_OFFICE_CODE","ICB_NAME","ICB_CODE","PCO_NAME","PCO_CODE","PRACTICE_NAME","PRACTICE_CODE","ADDRESS_1","ADDRESS_2","ADDRESS_3","ADDRESS_4","POSTCODE","BNF_CHEMICAL_SUBSTANCE","CHEMICAL_SUBSTANCE_BNF_DESCR","BNF_CODE","BNF_DESCRIPTION","BNF_CHAPTER_PLUS_CODE",QUANTITY,ITEMS,TOTAL_QUANTITY,ADQUSAGE,NIC,ACTUAL_COST,"UNIDENTIFIED"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","2380","Skin Fillers And Protectives","23800298005","Sorbaderm barrier cream","23: Stoma Appliances","92.",4,"368.",0,"26.6","24.90913","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23801008027","Brava skin barrier spray","23: Stoma Appliances","50.",1,"50.",0,"12.57","11.75925","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23801008028","Brava skin barrier wipes","23: Stoma Appliances","30.",1,"30.",0,"23.88","22.33976","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23801008030","Brava skin cleanser wipes","23: Stoma Appliances","90.",1,"90.",0,"33.26","31.11476","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23803108007","Cavilon Durable barrier cream 2g sachets","23: Stoma Appliances","20.",1,"20.",0,"6.55","6.13993","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23803108010","Cavilon No Sting barrier film pump spray","23: Stoma Appliances","28.",3,"84.",0,"17.55","16.45524","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23803108011","Cavilon Durable barrier cream","23: Stoma Appliances","92.",4,"368.",0,"26.2","24.55972","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2380","Skin Fillers And Protectives","23803108011","Cavilon Durable barrier cream","23: Stoma Appliances","368.",1,"368.",0,"26.2","24.52252","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","2380","Skin Fillers And Protectives","23804708006","Proshield Foam & Spray skin cleanser","23: Stoma Appliances","235.",4,"940.",0,"26.8","25.10863","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","2380","Skin Fillers And Protectives","23804708007","Proshield Plus skin protective","23: Stoma Appliances","115.",6,"690.",0,"60.48","56.6287","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2385","Skin Protectors","23851008515","Brava mouldable ring 48mm x 4.2mm","23: Stoma Appliances","30.",1,"30.",0,"63.25","59.17043","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2385","Skin Protectors","23851008518","Brava protective seal 36-64mm 2.5mm","23: Stoma Appliances","30.",2,"60.",0,"129.08","120.75446","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","2385","Skin Protectors","23858588543","Brava protective seal convex 25-65mm","23: Stoma Appliances","30.",1,"30.",0,"70.5","65.95282","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","2390","Stoma Caps/Dressings","23903459000","Pelican Select Minuet stoma cap 10-40mm","23: Stoma Appliances","30.",1,"30.",0,"43.52","40.713","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","0101021B0","Alginic acid compound preparations","0101021B0BIAAAH","Peptac liquid aniseed","01: Gastro-Intestinal System","500.",8,"4000.",0,"15.92","14.91798","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","0101021B0","Alginic acid compound preparations","0101021B0BIABAH","Peptac liquid peppermint","01: Gastro-Intestinal System","500.",25,"12500.",0,"49.75","46.67757","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000A0","Alverine citrate","0102000A0AAAAAA","Alverine 60mg capsules","01: Gastro-Intestinal System","22.",4,"88.",29.33333,"3.44","3.66772","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000A0","Alverine citrate","0102000A0AAAAAA","Alverine 60mg capsules","01: Gastro-Intestinal System","168.",1,"168.",56,"6.55","6.23993","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000A0","Alverine citrate","0102000A0AAAAAA","Alverine 60mg capsules","01: Gastro-Intestinal System","14.",4,"56.",18.66667,"2.2","2.5077","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000A0","Alverine citrate","0102000A0AAAAAA","Alverine 60mg capsules","01: Gastro-Intestinal System","42.",4,"168.",56,"6.56","6.58649","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000A0","Alverine citrate","0102000A0AAABAB","Alverine 120mg capsules","01: Gastro-Intestinal System","84.",3,"252.",168,"16.98","16.22201","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000A0","Alverine citrate","0102000A0AAABAB","Alverine 120mg capsules","01: Gastro-Intestinal System","21.",4,"84.",56,"5.64","5.72583","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000N0","Hyoscine butylbromide","0102000N0BBAAAB","Buscopan 10mg tablets","01: Gastro-Intestinal System","224.",2,"448.",56,"24.","22.47682","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000N0","Hyoscine butylbromide","0102000N0BBAAAB","Buscopan 10mg tablets","01: Gastro-Intestinal System","84.",1,"84.",10.5,"4.5","4.32215","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000N0","Hyoscine butylbromide","0102000N0BBAAAB","Buscopan 10mg tablets","01: Gastro-Intestinal System","112.",3,"336.",42,"18.","16.87622","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000N0","Hyoscine butylbromide","0102000N0BBAAAB","Buscopan 10mg tablets","01: Gastro-Intestinal System","56.",4,"224.",28,"12.","11.27561","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","00P00","DR STEPHENSON & PARTNERS","A89010","VICTORIA ROAD HEALTH CTR","VICTORIA ROAD, CONCORD","WASHINGTON","TYNE & WEAR","NE37 2PU","0102000N0","Hyoscine butylbromide","0102000N0BBAAAB","Buscopan 10mg tablets","01: Gastro-Intestinal System","100.",3,"300.",37.5,"16.08","15.38006","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","0103030S0","Sucralfate","0103030S0AAADAD","Sucralfate 1g/5ml oral suspension sugar free","01: Gastro-Intestinal System","200.",1,"200.",10,"124.87","116.816","N"
202205,"NORTH EAST AND YORKSHIRE","Y63","NHS NORTH EAST AND NORTH CUMBRIA INTEGRA","QHM","NHS NORTH EAST AND NORTH CUMBRIA ICB - 0","01H00","DISTINGTON SURGERY","A82023","THE SURGERY","HINNINGS ROAD, DISTINGTON","WORKINGTON","CUMBRIA","CA14 5UR","0103050L0","Lansoprazole","0103050L0BBADAG","Zoton FasTab 15mg","01: Gastro-Intestinal System","28.",1,"28.",21,"2.99","2.79715","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2127","Lymphoedema Garments","21270000672","ActiLymph class 2 (23-32mmHg) below knee open toe","21: Appliances","8.",1,"8.",0,"120.88","113.09575","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000103","Clinitas 0.4% eye drops 0.5ml unit dose preservative free","21: Appliances","30.",1,"30.",0,"5.7","5.34476","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000104","Hylo-Tear 0.1% eye drops preservative free","21: Appliances","20.",2,"40.",0,"34.","31.83183","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000104","Hylo-Tear 0.1% eye drops preservative free","21: Appliances","10.",6,"60.",0,"51.","47.78495","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000108","Hyabak 0.15% eye drops preservative free","21: Appliances","10.",1,"10.",0,"7.99","7.48705","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000110","Systane eye drops","21: Appliances","20.",1,"20.",0,"9.32","8.73127","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000110","Systane eye drops","21: Appliances","10.",3,"30.",0,"13.98","13.1155","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000111","Hylo-Forte 0.2% eye drops preservative free","21: Appliances","20.",1,"20.",0,"19.","17.78692","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000111","Hylo-Forte 0.2% eye drops preservative free","21: Appliances","10.",7,"70.",0,"66.5","62.29761","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000115","Hydromoor 0.3% eye drops 0.4ml unit dose preservative free","21: Appliances","30.",1,"30.",0,"5.75","5.39153","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000123","Carmellose 0.5% eye drops (Alissa)","21: Appliances","10.",2,"20.",0,"14.98","14.0386","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000130","Sodium chloride 5% eye drops","21: Appliances","10.",1,"10.",0,"25.25","23.6338","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000143","Systane Gel eye drops","21: Appliances","40.",2,"80.",0,"59.92","56.08002","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000144","Systane Balance eye drops","21: Appliances","20.",2,"40.",0,"29.96","28.05241","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000144","Systane Balance eye drops","21: Appliances","10.",6,"60.",0,"44.94","42.11581","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000169","Xailin Hydrate 0.3% eye drops preservative free","21: Appliances","10.",1,"10.",0,"4.8","4.5028","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000176","Evolve Hypromellose 0.3% eye drops preservative free","21: Appliances","20.",1,"20.",0,"3.96","3.71698","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000178","Evolve HA 0.2% eye drops preservative free","21: Appliances","20.",2,"40.",0,"23.96","22.4394","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000178","Evolve HA 0.2% eye drops preservative free","21: Appliances","30.",2,"60.",0,"35.94","33.6467","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000178","Evolve HA 0.2% eye drops preservative free","21: Appliances","10.",17,"170.",0,"101.83","95.47286","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000182","Thealoz Duo eye drops preservative free","21: Appliances","10.",1,"10.",0,"8.99","8.42255","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000192","VisuXL eye drops preservative free","21: Appliances","10.",2,"20.",0,"20.6","19.29612","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000197","SodiEye 5% eye drops preservative free","21: Appliances","10.",2,"20.",0,"31.96","29.92341","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000312","VIZhyal 0.1% eye drops preservative free","21: Appliances","10.",8,"80.",0,"40.8","38.26764","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000702","Clinitas Carbomer 0.2% eye gel","21: Appliances","20.",2,"40.",0,"5.96","5.60039","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000702","Clinitas Carbomer 0.2% eye gel","21: Appliances","10.",13,"130.",0,"19.37","18.28185","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOOTTON MEDICAL CENTRE","K83055","WOOTTON MEDICAL CENTRE","36-38 HIGH STREET,WOOTTON","NORTHAMPTON","","NN4 6LW","2130","Eye Products","21300000703","Artelac Nighttime 0.2% eye gel","21: Appliances","10.",2,"20.",0,"5.92","5.56297","N"
202205,"MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOA","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","WOODVIEW MEDICAL CENTRE","K83040","WOODVIEW MEDICAL CENTRE","HOLMECROSS RD, THORPLANDS","NORTHAMPTON","NORTHAMPTONSHIRE","NN3 8AW","2130","Eye Products","21300000711","Xailin Night eye ointment preservative free","21: Appliances","5.",7,"35.",0,"18.2","17.11292","N"
